"DateTime";"Irraggiamento (JB-SM1_AL-1-DOWN)";"Irraggiamento (JB-SM1_AL-1-UP)";"Irraggiamento (JB1_POA-1)";"Irraggiamento (JB1_GHI-1)";"Irraggiamento (JB1_IT-1-1)";"Irraggiamento (JB1_IT-1-2)";"Irraggiamento (JB2_IT-2-2)";"Irraggiamento (JB2_IT-2-1)";"Irraggiamento (JB-SM3_AL-3-DOWN)";"Irraggiamento (JB-SM3_AL-3-UP)";"Irraggiamento (JB-SM3_GHI-3)";"Irraggiamento (JB3_POA-3)";"Irraggiamento (JB3_IT-3-2)";"Irraggiamento (JB3_IT-3-1)"
"2026-03-18 22:25:00";;;;;;;;;;;;;;
"2026-03-18 22:30:00";;;;;;;;;;;;;;
"2026-03-18 22:35:00";;;;;;;;;;;;;;
"2026-03-18 22:40:00";;;;;;;;;;;;;;
"2026-03-18 22:45:00";;;;;;;;;;;;;;
"2026-03-18 22:50:00";;;;;;;;;;;;;;
"2026-03-18 22:55:00";;;;;;;;;;;;;;
"2026-03-18 23:00:00";;;;;;;;;;;;;;
"2026-03-18 23:05:00";;;;;;;;;;;;;;
"2026-03-18 23:10:00";;;;;;;;;;;;;;
"2026-03-18 23:15:00";;;;;;;;;;;;;;
"2026-03-18 23:20:00";;;;;;;;;;;;;;
"2026-03-18 23:25:00";;;;;;;;;;;;;;
"2026-03-18 23:30:00";;;;;;;;;;;;;;
"2026-03-18 23:35:00";;;;;;;;;;;;;;
"2026-03-18 23:40:00";;;;;;;;;;;;;;
"2026-03-18 23:45:00";;;;;;;;;;;;;;
"2026-03-18 23:50:00";;;;;;;;;;;;;;
"2026-03-18 23:55:00";;;;;;;;;;;;;;
